Region Code,Provider Code,Provider Name,Treatment Function Code,Treatment Function,Total number of incomplete pathways,Total within 18 weeks,% within 18 weeks,Average (median) waiting time (in weeks),92nd percentile waiting time (in weeks),Total 52 plus weeks,Total 78 plus weeks,Total 65 plus weeks,Year_Num,Month_Num,Source_File,% 52 plus weeks
Y63,RXP,COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST,C_300,General Internal Medicine Service,"1,296",783,60.40%,11.7,45.4,50,-,-,2024,7,RTT_2024_JUL,
Y63,RXP,COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST,C_301,Gastroenterology Service,"2,367","1,486",62.80%,12.6,38.4,44,-,-,2024,7,RTT_2024_JUL,
Y63,RXP,COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST,C_320,Cardiology Service,"1,737","1,289",74.20%,10.6,29.6,3,-,-,2024,7,RTT_2024_JUL,
Y63,RXP,COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST,C_330,Dermatology Service,"4,137","2,930",70.80%,11,40.1,129,-,1,2024,7,RTT_2024_JUL,
Y63,RXP,COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST,C_340,Respiratory Medicine Service,"1,442",847,58.70%,13.9,44.9,41,-,-,2024,7,RTT_2024_JUL,
Y63,RXP,COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST,C_400,Neurology Service,-,-,-,-,-,-,-,-,2024,7,RTT_2024_JUL,
Y63,RXP,COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST,C_410,Rheumatology Service,811,444,54.70%,15.8,44.7,18,-,1,2024,7,RTT_2024_JUL,
Y63,RXP,COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST,C_430,Elderly Medicine Service,221,213,96.40%,6,15.1,-,-,-,2024,7,RTT_2024_JUL,
Y63,RXP,COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST,C_502,Gynaecology Service,"4,363","2,678",61.40%,13.9,40.8,89,-,2,2024,7,RTT_2024_JUL,
Y63,RXP,COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST,X02,Other - Medical Services,89,82,92.10%,4.3,16.9,-,-,-,2024,7,RTT_2024_JUL,
Y63,RXP,COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST,X03,Other - Mental Health Services,588,423,71.90%,9,30.7,4,-,-,2024,7,RTT_2024_JUL,
Y63,RXP,COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST,X04,Other - Paediatric Services,"4,044","2,458",60.80%,14.2,33.7,48,-,-,2024,7,RTT_2024_JUL,
Y63,RXP,COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST,X05,Other - Surgical Services,-,-,-,-,-,-,-,-,2024,7,RTT_2024_JUL,
Y63,RXP,COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST,X06,Other - Other Services,-,-,-,-,-,-,-,-,2024,7,RTT_2024_JUL,
Y63,RY6,LEEDS COMMUNITY HEALTHCARE NHS TRUST,C_100,General Surgery Service,-,-,-,-,-,-,-,-,2024,7,RTT_2024_JUL,
Y63,RY6,LEEDS COMMUNITY HEALTHCARE NHS TRUST,C_101,Urology Service,-,-,-,-,-,-,-,-,2024,7,RTT_2024_JUL,
Y63,RY6,LEEDS COMMUNITY HEALTHCARE NHS TRUST,C_110,Trauma and Orthopaedic Service,-,-,-,-,-,-,-,-,2024,7,RTT_2024_JUL,
Y63,RY6,LEEDS COMMUNITY HEALTHCARE NHS TRUST,C_120,Ear Nose and Throat Service,-,-,-,-,-,-,-,-,2024,7,RTT_2024_JUL,
Y63,RY6,LEEDS COMMUNITY HEALTHCARE NHS TRUST,C_130,Ophthalmology Service,-,-,-,-,-,-,-,-,2024,7,RTT_2024_JUL,
Y63,RY6,LEEDS COMMUNITY HEALTHCARE NHS TRUST,C_140,Oral Surgery Service,-,-,-,-,-,-,-,-,2024,7,RTT_2024_JUL,
Y63,RY6,LEEDS COMMUNITY HEALTHCARE NHS TRUST,C_150,Neurosurgical Service,-,-,-,-,-,-,-,-,2024,7,RTT_2024_JUL,
Y63,RY6,LEEDS COMMUNITY HEALTHCARE NHS TRUST,C_160,Plastic Surgery Service,-,-,-,-,-,-,-,-,2024,7,RTT_2024_JUL,
Y63,RY6,LEEDS COMMUNITY HEALTHCARE NHS TRUST,C_170,Cardiothoracic Surgery Service,-,-,-,-,-,-,-,-,2024,7,RTT_2024_JUL,
Y63,RY6,LEEDS COMMUNITY HEALTHCARE NHS TRUST,C_300,General Internal Medicine Service,-,-,-,-,-,-,-,-,2024,7,RTT_2024_JUL,
Y63,RY6,LEEDS COMMUNITY HEALTHCARE NHS TRUST,C_301,Gastroenterology Service,-,-,-,-,-,-,-,-,2024,7,RTT_2024_JUL,
Y63,RY6,LEEDS COMMUNITY HEALTHCARE NHS TRUST,C_320,Cardiology Service,-,-,-,-,-,-,-,-,2024,7,RTT_2024_JUL,
Y63,RY6,LEEDS COMMUNITY HEALTHCARE NHS TRUST,C_330,Dermatology Service,-,-,-,-,-,-,-,-,2024,7,RTT_2024_JUL,
Y63,RY6,LEEDS COMMUNITY HEALTHCARE NHS TRUST,C_340,Respiratory Medicine Service,-,-,-,-,-,-,-,-,2024,7,RTT_2024_JUL,
Y63,RY6,LEEDS COMMUNITY HEALTHCARE NHS TRUST,C_400,Neurology Service,-,-,-,-,-,-,-,-,2024,7,RTT_2024_JUL,
Y63,RY6,LEEDS COMMUNITY HEALTHCARE NHS TRUST,C_410,Rheumatology Service,-,-,-,-,-,-,-,-,2024,7,RTT_2024_JUL,
Y63,RY6,LEEDS COMMUNITY HEALTHCARE NHS TRUST,C_430,Elderly Medicine Service,-,-,-,-,-,-,-,-,2024,7,RTT_2024_JUL,
Y63,RY6,LEEDS COMMUNITY HEALTHCARE NHS TRUST,C_502,Gynaecology Service,269,6,2.20%,38.8,47.6,11,-,1,2024,7,RTT_2024_JUL,
Y63,RY6,LEEDS COMMUNITY HEALTHCARE NHS TRUST,X02,Other - Medical Services,-,-,-,-,-,-,-,-,2024,7,RTT_2024_JUL,
Y63,RY6,LEEDS COMMUNITY HEALTHCARE NHS TRUST,X03,Other - Mental Health Services,-,-,-,-,-,-,-,-,2024,7,RTT_2024_JUL,
Y63,RY6,LEEDS COMMUNITY HEALTHCARE NHS TRUST,X04,Other - Paediatric Services,-,-,-,-,-,-,-,-,2024,7,RTT_2024_JUL,
Y63,RY6,LEEDS COMMUNITY HEALTHCARE NHS TRUST,X05,Other - Surgical Services,-,-,-,-,-,-,-,-,2024,7,RTT_2024_JUL,
Y63,RY6,LEEDS COMMUNITY HEALTHCARE NHS TRUST,X06,Other - Other Services,-,-,-,-,-,-,-,-,2024,7,RTT_2024_JUL,
Y63,TAD,BRADFORD DISTRICT CARE NHS FOUNDATION TRUST,C_100,General Surgery Service,-,-,-,-,-,-,-,-,2024,7,RTT_2024_JUL,
Y63,TAD,BRADFORD DISTRICT CARE NHS FOUNDATION TRUST,C_101,Urology Service,-,-,-,-,-,-,-,-,2024,7,RTT_2024_JUL,
Y63,TAD,BRADFORD DISTRICT CARE NHS FOUNDATION TRUST,C_110,Trauma and Orthopaedic Service,-,-,-,-,-,-,-,-,2024,7,RTT_2024_JUL,
Y63,TAD,BRADFORD DISTRICT CARE NHS FOUNDATION TRUST,C_120,Ear Nose and Throat Service,-,-,-,-,-,-,-,-,2024,7,RTT_2024_JUL,
Y63,TAD,BRADFORD DISTRICT CARE NHS FOUNDATION TRUST,C_130,Ophthalmology Service,-,-,-,-,-,-,-,-,2024,7,RTT_2024_JUL,
Y63,TAD,BRADFORD DISTRICT CARE NHS FOUNDATION TRUST,C_140,Oral Surgery Service,-,-,-,-,-,-,-,-,2024,7,RTT_2024_JUL,
Y63,TAD,BRADFORD DISTRICT CARE NHS FOUNDATION TRUST,C_150,Neurosurgical Service,-,-,-,-,-,-,-,-,2024,7,RTT_2024_JUL,
Y63,TAD,BRADFORD DISTRICT CARE NHS FOUNDATION TRUST,C_160,Plastic Surgery Service,-,-,-,-,-,-,-,-,2024,7,RTT_2024_JUL,
Y63,TAD,BRADFORD DISTRICT CARE NHS FOUNDATION TRUST,C_170,Cardiothoracic Surgery Service,-,-,-,-,-,-,-,-,2024,7,RTT_2024_JUL,
Y63,TAD,BRADFORD DISTRICT CARE NHS FOUNDATION TRUST,C_300,General Internal Medicine Service,-,-,-,-,-,-,-,-,2024,7,RTT_2024_JUL,
Y63,TAD,BRADFORD DISTRICT CARE NHS FOUNDATION TRUST,C_301,Gastroenterology Service,-,-,-,-,-,-,-,-,2024,7,RTT_2024_JUL,
Y63,TAD,BRADFORD DISTRICT CARE NHS FOUNDATION TRUST,C_320,Cardiology Service,-,-,-,-,-,-,-,-,2024,7,RTT_2024_JUL,
Y63,TAD,BRADFORD DISTRICT CARE NHS FOUNDATION TRUST,C_330,Dermatology Service,-,-,-,-,-,-,-,-,2024,7,RTT_2024_JUL,
Y63,TAD,BRADFORD DISTRICT CARE NHS FOUNDATION TRUST,C_340,Respiratory Medicine Service,-,-,-,-,-,-,-,-,2024,7,RTT_2024_JUL,
Y63,TAD,BRADFORD DISTRICT CARE NHS FOUNDATION TRUST,C_400,Neurology Service,-,-,-,-,-,-,-,-,2024,7,RTT_2024_JUL,
Y63,TAD,BRADFORD DISTRICT CARE NHS FOUNDATION TRUST,C_410,Rheumatology Service,-,-,-,-,-,-,-,-,2024,7,RTT_2024_JUL,
Y63,TAD,BRADFORD DISTRICT CARE NHS FOUNDATION TRUST,C_430,Elderly Medicine Service,-,-,-,-,-,-,-,-,2024,7,RTT_2024_JUL,
Y63,TAD,BRADFORD DISTRICT CARE NHS FOUNDATION TRUST,C_502,Gynaecology Service,-,-,-,-,-,-,-,-,2024,7,RTT_2024_JUL,
Y63,TAD,BRADFORD DISTRICT CARE NHS FOUNDATION TRUST,X02,Other - Medical Services,395,200,50.60%,17.7,45.5,12,-,-,2024,7,RTT_2024_JUL,
Y63,TAD,BRADFORD DISTRICT CARE NHS FOUNDATION TRUST,X03,Other - Mental Health Services,-,-,-,-,-,-,-,-,2024,7,RTT_2024_JUL,
Y63,TAD,BRADFORD DISTRICT CARE NHS FOUNDATION TRUST,X04,Other - Paediatric Services,-,-,-,-,-,-,-,-,2024,7,RTT_2024_JUL,
Y63,TAD,BRADFORD DISTRICT CARE NHS FOUNDATION TRUST,X05,Other - Surgical Services,-,-,-,-,-,-,-,-,2024,7,RTT_2024_JUL,
Y63,TAD,BRADFORD DISTRICT CARE NHS FOUNDATION TRUST,X06,Other - Other Services,-,-,-,-,-,-,-,-,2024,7,RTT_2024_JUL,
Y56,R1H,BARTS HEALTH NHS TRUST,C_100,General Surgery Service,"3,266","1,763",54.00%,15.4,50.2,224,5,69,2024,6,RTT_2024_JUN,
Y56,R1H,BARTS HEALTH NHS TRUST,C_101,Urology Service,"5,964","2,877",48.20%,19,48.5,343,6,101,2024,6,RTT_2024_JUN,
Y56,R1H,BARTS HEALTH NHS TRUST,C_110,Trauma and Orthopaedic Service,"7,754","4,268",55.00%,15.3,46.7,379,3,115,2024,6,RTT_2024_JUN,
Y56,R1H,BARTS HEALTH NHS TRUST,C_120,Ear Nose and Throat Service,"7,124","3,519",49.40%,18.2,53,609,31,247,2024,6,RTT_2024_JUN,
Y56,R1H,BARTS HEALTH NHS TRUST,C_130,Ophthalmology Service,"4,899","3,112",63.50%,13.2,37,33,-,3,2024,6,RTT_2024_JUN,
Y56,R1H,BARTS HEALTH NHS TRUST,C_140,Oral Surgery Service,"6,906","3,066",44.40%,21.1,55,703,33,227,2024,6,RTT_2024_JUN,
Y56,R1H,BARTS HEALTH NHS TRUST,C_150,Neurosurgical Service,"1,250",615,49.20%,18.4,50.3,91,1,26,2024,6,RTT_2024_JUN,
Y56,R1H,BARTS HEALTH NHS TRUST,C_160,Plastic Surgery Service,"1,178",550,46.70%,19.9,51.1,86,1,19,2024,6,RTT_2024_JUN,
Y56,R1H,BARTS HEALTH NHS TRUST,C_170,Cardiothoracic Surgery Service,5,5,100.00%,-,-,-,-,-,2024,6,RTT_2024_JUN,
Y56,R1H,BARTS HEALTH NHS TRUST,C_300,General Internal Medicine Service,22,19,86.40%,4.5,34.2,-,-,-,2024,6,RTT_2024_JUN,
Y56,R1H,BARTS HEALTH NHS TRUST,C_301,Gastroenterology Service,"8,922","4,388",49.20%,18.3,46.6,296,-,49,2024,6,RTT_2024_JUN,
Y56,R1H,BARTS HEALTH NHS TRUST,C_320,Cardiology Service,"9,316","6,044",64.90%,12.9,33.9,30,-,2,2024,6,RTT_2024_JUN,
Y56,R1H,BARTS HEALTH NHS TRUST,C_330,Dermatology Service,"6,519","3,183",48.80%,18.6,49.5,342,-,11,2024,6,RTT_2024_JUN,
Y56,R1H,BARTS HEALTH NHS TRUST,C_340,Respiratory Medicine Service,"5,742","3,284",57.20%,15.1,41.3,204,1,37,2024,6,RTT_2024_JUN,
Y56,R1H,BARTS HEALTH NHS TRUST,C_400,Neurology Service,"2,337","1,176",50.30%,17.9,43.3,53,-,9,2024,6,RTT_2024_JUN,
Y56,R1H,BARTS HEALTH NHS TRUST,C_410,Rheumatology Service,"1,037",877,84.60%,7.1,25.6,2,-,-,2024,6,RTT_2024_JUN,
Y56,R1H,BARTS HEALTH NHS TRUST,C_430,Elderly Medicine Service,361,307,85.00%,5.8,33.3,-,-,-,2024,6,RTT_2024_JUN,
Y56,R1H,BARTS HEALTH NHS TRUST,C_502,Gynaecology Service,"11,023","5,850",53.10%,16.5,49.1,661,4,182,2024,6,RTT_2024_JUN,
Y56,R1H,BARTS HEALTH NHS TRUST,X02,Other - Medical Services,"18,596","11,038",59.40%,13.9,42.3,327,2,45,2024,6,RTT_2024_JUN,
Y56,R1H,BARTS HEALTH NHS TRUST,X03,Other - Mental Health Services,-,-,-,-,-,-,-,-,2024,6,RTT_2024_JUN,
Y56,R1H,BARTS HEALTH NHS TRUST,X04,Other - Paediatric Services,"9,377","5,163",55.10%,15.4,53,804,19,243,2024,6,RTT_2024_JUN,
Y56,R1H,BARTS HEALTH NHS TRUST,X05,Other - Surgical Services,"13,292","7,770",58.50%,14.2,46.9,661,20,177,2024,6,RTT_2024_JUN,
Y56,R1H,BARTS HEALTH NHS TRUST,X06,Other - Other Services,783,562,71.80%,8.4,42.2,14,-,2,2024,6,RTT_2024_JUN,
Y56,R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,C_100,General Surgery Service,"2,837","1,496",52.70%,16.2,48.8,169,5,41,2024,6,RTT_2024_JUN,
Y56,R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,C_101,Urology Service,"4,157","1,879",45.20%,19.9,45.7,126,-,6,2024,6,RTT_2024_JUN,
Y56,R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,C_110,Trauma and Orthopaedic Service,"8,664","3,267",37.70%,24.1,53,749,5,163,2024,6,RTT_2024_JUN,
Y56,R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,C_120,Ear Nose and Throat Service,"9,987","4,422",44.30%,21,56.3,"1,126",19,360,2024,6,RTT_2024_JUN,
Y56,R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,C_130,Ophthalmology Service,"2,383","1,284",53.90%,16.7,39.1,18,-,-,2024,6,RTT_2024_JUN,
Y56,R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,C_140,Oral Surgery Service,"9,209","3,894",42.30%,21.7,52.2,750,11,260,2024,6,RTT_2024_JUN,
Y56,R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,C_150,Neurosurgical Service,-,-,-,-,-,-,-,-,2024,6,RTT_2024_JUN,
Y56,R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,C_160,Plastic Surgery Service,52,27,51.90%,16,42.8,1,-,-,2024,6,RTT_2024_JUN,
Y56,R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,C_170,Cardiothoracic Surgery Service,-,-,-,-,-,-,-,-,2024,6,RTT_2024_JUN,
Y56,R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,C_300,General Internal Medicine Service,20,14,70.00%,5,32.4,-,-,-,2024,6,RTT_2024_JUN,
Y56,R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,C_301,Gastroenterology Service,"10,178","5,044",49.60%,18.2,42.9,207,-,13,2024,6,RTT_2024_JUN,
Y56,R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,C_320,Cardiology Service,"11,158","5,553",49.80%,18.1,44,262,-,-,2024,6,RTT_2024_JUN,
Y56,R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,C_330,Dermatology Service,"7,130","3,144",44.10%,21.3,48.2,306,-,15,2024,6,RTT_2024_JUN,
Y56,R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,C_340,Respiratory Medicine Service,"3,801","2,084",54.80%,16.4,40.8,44,-,2,2024,6,RTT_2024_JUN,
Y56,R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,C_400,Neurology Service,"3,842","1,337",34.80%,25.1,46.4,13,-,-,2024,6,RTT_2024_JUN,
Y56,R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,C_410,Rheumatology Service,827,684,82.70%,6.9,24.9,-,-,-,2024,6,RTT_2024_JUN,
Y56,R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,C_430,Elderly Medicine Service,51,51,100.00%,1.8,8,-,-,-,2024,6,RTT_2024_JUN,
Y56,R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,C_502,Gynaecology Service,"6,770","3,103",45.80%,19.6,45.6,293,5,85,2024,6,RTT_2024_JUN,
Y56,R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,X02,Other - Medical Services,"12,663","7,301",57.70%,15.2,41.3,184,1,13,2024,6,RTT_2024_JUN,
Y56,R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,X03,Other - Mental Health Services,39,34,87.20%,9.3,20.9,-,-,-,2024,6,RTT_2024_JUN,
Y56,R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,X04,Other - Paediatric Services,"3,446","1,964",57.00%,15.7,38.3,27,-,1,2024,6,RTT_2024_JUN,
Y56,R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,X05,Other - Surgical Services,"9,526","4,833",50.70%,17.7,45.5,325,5,70,2024,6,RTT_2024_JUN,
Y56,R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,X06,Other - Other Services,"1,107",955,86.30%,3.9,24.6,-,-,-,2024,6,RTT_2024_JUN,
Y56,RAL,ROYAL FREE LONDON NHS FOUNDATION TRUST,C_100,General Surgery Service,"1,902",723,38.00%,22.9,56.7,209,1,81,2024,6,RTT_2024_JUN,
Y56,RAL,ROYAL FREE LONDON NHS FOUNDATION TRUST,C_101,Urology Service,"8,190","3,251",39.70%,24.2,63.3,"1,476",16,554,2024,6,RTT_2024_JUN,
Y56,RAL,ROYAL FREE LONDON NHS FOUNDATION TRUST,C_110,Trauma and Orthopaedic Service,"5,753","3,302",57.40%,15.4,43.8,215,1,60,2024,6,RTT_2024_JUN,
Y56,RAL,ROYAL FREE LONDON NHS FOUNDATION TRUST,C_120,Ear Nose and Throat Service,"11,221","6,180",55.10%,15.8,54.3,"1,029",3,399,2024,6,RTT_2024_JUN,
Y56,RAL,ROYAL FREE LONDON NHS FOUNDATION TRUST,C_130,Ophthalmology Service,"5,303","3,787",71.40%,10.4,34.7,60,-,7,2024,6,RTT_2024_JUN,
Y56,RAL,ROYAL FREE LONDON NHS FOUNDATION TRUST,C_140,Oral Surgery Service,4,4,100.00%,-,-,-,-,-,2024,6,RTT_2024_JUN,
Y56,RAL,ROYAL FREE LONDON NHS FOUNDATION TRUST,C_150,Neurosurgical Service,1,1,100.00%,-,-,-,-,-,2024,6,RTT_2024_JUN,
Y56,RAL,ROYAL FREE LONDON NHS FOUNDATION TRUST,C_160,Plastic Surgery Service,"3,389","1,594",47.00%,19.4,56.7,374,23,136,2024,6,RTT_2024_JUN,
